,F1_test
c-resunet_y_0_dec_bottl.h5,0.766276193830603
c-resunet_y_11_dec_bottl.h5,0.8011528650958277
c-resunet_y_11_1_bottle_last.h5,0.7828012754971385
c-resunet_y_11_full.h5,0.7955837251837696
c-resunet_y_11_encoder.h5,0.7323219396954253
c-resunet_y_11_1_last_layers_rs_10.h5,0.537261139915964
c-resunet_y_11_1_2_bottle_last.h5,0.7791091987040253
c-resunet_y_3_full.h5,0.7711915997678721
c-resunet_y_3_dec_bottl.h5,0.7903479847395896
